id,fullname,email,password_hash,profile_image,created_at,updated_at
256,Fajar Pratama,fajar.pratama256@example.com,8882285b147a67f3a62f22e14fe834c1535bbd7b93cae7752c7c2aa0ce70c5b2,https://cdn.example.com/profiles/256.png,2025-05-11 16:00:00,2025-07-17 16:00:00
257,Vina Lestari,vina.lestari257@studentmail.ac.id,fad3c155fd235135aef1356ded7bfa8858125389db6adbccea77cbc9dcb377f6,https://cdn.example.com/profiles/257.png,2025-07-30 20:00:00,2025-09-21 20:00:00
258,Arif Putri,arif.putri258@campusmail.id,1ebd76d9500699180a07a559298e2a5ed7a3f826fafd2852d097d746937429ae,https://cdn.example.com/profiles/258.png,2025-07-04 06:00:00,2025-08-16 06:00:00
259,Dimas Kurniawan,dimas.kurniawan259@campusmail.id,70074cf31c4ed4b8987b9623b4f31fd5c7614bb9b08114729b41c91055c97b04,https://cdn.example.com/profiles/259.png,2025-08-14 09:00:00,2025-11-07 09:00:00
260,Sinta Permata,sinta.permata260@example.com,e9cc0cd40c5ba07722a1ba58ab46b47f84881334c80144bbb4fc7ed43710b3d2,https://cdn.example.com/profiles/260.png,2025-02-26 11:00:00,2025-03-17 11:00:00
261,Sinta Putri,sinta.putri261@studentmail.ac.id,19c74447371473708a3e53936cfd3dcfdd70c6c954074975e43be5adeff4072c,https://cdn.example.com/profiles/261.png,2025-06-05 04:00:00,2025-08-21 04:00:00
262,Zaki Saputra,zaki.saputra262@studentmail.ac.id,bba44cb0446fd2224b6f494164c5eb013b2045789442adafeb865f26f93e60d8,https://cdn.example.com/profiles/262.png,2025-07-07 04:00:00,2025-10-01 04:00:00
263,Zaki Febriani,zaki.febriani263@campusmail.id,b67e4133ec9dda481ddb481317e1eff51c03a301f4150b63cf8fa815f422cf8e,https://cdn.example.com/profiles/263.png,2025-03-28 06:00:00,2025-06-19 06:00:00
264,Yuni Maulana,yuni.maulana264@campusmail.id,3a08ea5f0d2400882611e90514d2d550be21f244c660bf97b0c5494b200b7cfd,https://cdn.example.com/profiles/264.png,2025-06-19 23:00:00,2025-07-13 23:00:00
265,Gita Putri,gita.putri265@studentmail.ac.id,03360a58e193eca54a084b0e2dfadc61058bbc62f6838186049bebb521f9bf1e,,2025-10-13 04:00:00,2025-10-23 04:00:00
266,Jihan Febriani,jihan.febriani266@example.com,8cd159a409cd1d3c8b5eff323079c51a38215471c6f1bbd3ae5298c4138ccca4,https://cdn.example.com/profiles/266.png,2025-03-20 09:00:00,2025-05-27 09:00:00
267,Bima Hidayat,bima.hidayat267@studentmail.ac.id,b6bfa4fd66c2e46e4d25ab0f3a8805a999bc5d15c130ca33eb2e3abea0c399d2,https://cdn.example.com/profiles/267.png,2025-10-15 13:00:00,2025-12-03 13:00:00
268,Eka Lestari,eka.lestari268@example.com,03d997c358346e738c47b7e514477bbb9189eeab9c54a2ac96c53813fc4120c7,https://cdn.example.com/profiles/268.png,2025-09-28 09:00:00,2025-11-24 09:00:00
269,Bima Maulana,bima.maulana269@studentmail.ac.id,f6b6ec85c140a8f51a6fb43bfe775a1844b614b6d569d6ccae481d31895ff9f0,https://cdn.example.com/profiles/269.png,2025-08-22 18:00:00,2025-11-09 18:00:00
270,Jihan Nugroho,jihan.nugroho270@campusmail.id,912cc9ccd27e40547e9f5ee200f9c71f9074cbd75b67f72d805c73df08def838,https://cdn.example.com/profiles/270.png,2025-08-24 15:00:00,2025-09-24 15:00:00
271,Jihan Nugroho,jihan.nugroho271@studentmail.ac.id,202a1f1a538e7049d5a3ec7d86b2323115d68cc6286a8d29a5e0e77faa648a46,https://cdn.example.com/profiles/271.png,2025-09-13 21:00:00,2025-12-09 21:00:00
272,Tio Azzahra,tio.azzahra272@studentmail.ac.id,f5f001ec6e769514c72782f06f0945ca818033496c0e155e93b37e2ec28acf18,https://cdn.example.com/profiles/272.png,2025-06-09 16:00:00,2025-08-16 16:00:00
273,Nadia Lestari,nadia.lestari273@example.com,d76b7c8220f5215af967e6eab23ae408dfb686a3ba31551261bfe54df9bf514f,https://cdn.example.com/profiles/273.png,2025-10-13 00:00:00,2025-10-20 00:00:00
274,Wahyu Azzahra,wahyu.azzahra274@studentmail.ac.id,dc8b492629b47b98cfd87786f78f4725a8eaace16153a87039a7e6d7f3a305a2,https://cdn.example.com/profiles/274.png,2025-10-30 10:00:00,2026-01-05 10:00:00
275,Nisa Saputra,nisa.saputra275@studentmail.ac.id,0f9c4c73b3ceec8a12a4f85d2c560963dc9a5cf4c1e9909e1e1a0683a11716d0,,2025-10-01 00:00:00,2025-11-28 00:00:00
276,Bayu Kurniawan,bayu.kurniawan276@example.com,4ea914d1d54dcca6a7607b3f9a6bbef37b79ba5b7fd4d8acb0fd1ac5523c6fb9,https://cdn.example.com/profiles/276.png,2025-11-06 01:00:00,2026-01-03 01:00:00
277,Bayu Putri,bayu.putri277@example.com,cc96aee5efeeb79937d01eb39d7c42cdba5b9cc0bd987ca3163f655f3052be06,https://cdn.example.com/profiles/277.png,2025-06-02 16:00:00,2025-07-20 16:00:00
278,Hana Maulana,hana.maulana278@example.com,14d5452ad6094eb45cdb8587eb524d110a0823d31488f358d676c924a7c8d28c,https://cdn.example.com/profiles/278.png,2025-12-07 22:00:00,2025-12-20 22:00:00
279,Ilham Anjani,ilham.anjani279@campusmail.id,1b335f7f5727f27ed94d4fb156b8ab8950f0d79f6618c1293ebf04cbe0d0365c,https://cdn.example.com/profiles/279.png,2025-10-09 04:00:00,2025-10-14 04:00:00
280,Jihan Santoso,jihan.santoso280@studentmail.ac.id,3243c7b82fbb4ca39095fb8dae2e5c2ab958317e0d01bb11fae69f8f87e40ef0,https://cdn.example.com/profiles/280.png,2025-10-11 10:00:00,2025-12-11 10:00:00
281,Oki Permata,oki.permata281@example.com,dd4705b6f088222c720dffb791e5b582f9a9f8ed5a265c360b19e247f10ab2e3,https://cdn.example.com/profiles/281.png,2025-12-13 00:00:00,2026-01-10 00:00:00
282,Ilham Lestari,ilham.lestari282@campusmail.id,9993806d5594263cb0ea9712fca1e7328d53a73237bb250f48602707b4b181ca,https://cdn.example.com/profiles/282.png,2025-03-26 19:00:00,2025-04-10 19:00:00
283,Arif Ramadhan,arif.ramadhan283@example.com,80152e38f432077df61ace57595d24df96370703bd55470edd7f39ef97f81d10,https://cdn.example.com/profiles/283.png,2025-11-28 01:00:00,2026-01-21 01:00:00
284,Wahyu Nugroho,wahyu.nugroho284@campusmail.id,8821e4bda4ecda1f721fbc944efc56a9a36a85686565267f8997bb5f2c6b4e45,https://cdn.example.com/profiles/284.png,2025-10-26 17:00:00,2026-01-11 17:00:00
285,Salsa Pratama,salsa.pratama285@campusmail.id,ace37447bf8c67c3603c8a0d2a91b071f08bfa0e52c5ce67bee3fc24a4b8c5b3,https://cdn.example.com/profiles/285.png,2025-08-20 10:00:00,2025-09-08 10:00:00
286,Jihan Maulana,jihan.maulana286@example.com,02f088d5f529148fe00dcfd0bd76e545a3393163ea26fe0ac855d9daa74d2115,https://cdn.example.com/profiles/286.png,2025-08-20 14:00:00,2025-10-13 14:00:00
287,Fajar Hidayat,fajar.hidayat287@campusmail.id,6d08e5cfbe0545465cd443fba6ea1c10bd9c3c02ebb5752437ee0481cfccfcaf,,2025-06-21 06:00:00,2025-08-28 06:00:00
288,Salsa Kurniawan,salsa.kurniawan288@campusmail.id,32dba3b43bf7412d19d7e30d737940764291338829b7e7e8fe41d57e82493a26,https://cdn.example.com/profiles/288.png,2025-06-05 17:00:00,2025-06-11 17:00:00
289,Wahyu Maulana,wahyu.maulana289@studentmail.ac.id,d8b8a81992ec6de74e2eb026a9bd296ab8070b5b315274c312e3fe86626ca164,https://cdn.example.com/profiles/289.png,2025-12-13 21:00:00,2025-12-22 21:00:00
290,Lutfi Wijaya,lutfi.wijaya290@campusmail.id,d38d3e24095be7cd8d736a8d15fa3c3a4f30bab9659420e5a15ca16ad481e3a4,https://cdn.example.com/profiles/290.png,2025-10-29 14:00:00,2025-12-11 14:00:00
291,Eka Pratama,eka.pratama291@studentmail.ac.id,485dd2f717fd4cfd4df23aedd22a02180dd026a52494c906f41334b21caa7342,https://cdn.example.com/profiles/291.png,2025-09-23 11:00:00,2025-11-22 11:00:00
292,Zaki Azzahra,zaki.azzahra292@campusmail.id,53c890cc3b643282ac604a66bddeccbd930e9aff824a6c08104cf31672be4bca,,2025-10-14 06:00:00,2025-12-12 06:00:00
293,Bima Ramadhan,bima.ramadhan293@example.com,7c151718a3505b7df7d04ee7027804bca8b74cecfcc020df515c8824f80a7304,,2025-09-11 07:00:00,2025-10-22 07:00:00
294,Sinta Ramadhan,sinta.ramadhan294@campusmail.id,e224a4f4369d039d67110f46cf010d1d845c0250e851a2ea586a3be5c8144621,https://cdn.example.com/profiles/294.png,2025-03-18 17:00:00,2025-04-20 17:00:00
295,Bima Nugroho,bima.nugroho295@campusmail.id,d5a47b29a18033b9adda4511cacba638756c3347d7147879f48942abcbe5042e,,2025-06-23 07:00:00,2025-09-15 07:00:00
296,Kevin Ramadhan,kevin.ramadhan296@example.com,0150f7549345e9163ddb9a008173838615f4b635e5d55c65d2faae54d88c33d7,https://cdn.example.com/profiles/296.png,2025-05-12 20:00:00,2025-07-08 20:00:00
297,Bayu Maulana,bayu.maulana297@studentmail.ac.id,2e7817719d75a1a9bfcf10884640ce990bb06e311d867be9524ecb4acd01400b,https://cdn.example.com/profiles/297.png,2025-04-11 10:00:00,2025-06-14 10:00:00
298,Lutfi Santoso,lutfi.santoso298@campusmail.id,666af466f2e47c37e059d6bed4fc3c56bb63a18640d38ce8a9523a822e274548,https://cdn.example.com/profiles/298.png,2025-11-09 09:00:00,2026-01-03 09:00:00
299,Citra Maulana,citra.maulana299@campusmail.id,77dc5e609d0adb7bd66f171ce81e5240e5bebf56872e2c9b6e73c7848f419464,https://cdn.example.com/profiles/299.png,2025-09-20 15:00:00,2025-10-28 15:00:00
300,Kevin Saputra,kevin.saputra300@example.com,f97b8787cf272d3493ef19e8118f5196ef89464786d9946760d9b8ae9855b142,https://cdn.example.com/profiles/300.png,2025-07-23 23:00:00,2025-09-19 23:00:00
